strategy_id,ticker,return_contribution,abs_share
top10_equal_mw15p,NFLX,0.019301962852478,0.0148623612678512
top10_equal_mw15p,GLD,0.0178815841674804,0.0137686807279532
top10_equal_mw15p,NOW,0.0145122110843658,0.0111742896605704
top10_equal_mw15p,UBER,0.0142029762268066,0.0109361812254447
top10_equal_mw15p,MSFT,0.0137365579605102,0.0105770427881468
top10_equal_mw15p,TSLA,0.0126583039760589,0.0097467956066609
top10_equal_mw15p,XLK,0.0125296950340271,0.0096477677216027
top10_equal_mw15p,UPRO,0.011813861131668,0.0090965811844641
top10_equal_mw15p,AAPL,0.0100313246250152,0.0077240419387154
top10_equal_mw15p,PANW,-0.0066957473754882,0.0051556734003349
top10_equal_mw15p,AMZN,0.0016714334487915,0.0012869907553428
top10_equal_mw15p,META,-0.0013414502143859,0.001032906231424
top10_equal_mw15p,QQQ,0.0012947499752044,0.0009969474104836
top10_equal_mw15p,SHY,0.0,0.0
top10_equal_mw15p,SPY,0.0,0.0
top10_equal_mw15p,TLT,0.0,0.0
top10_equal_mw15p,IWM,0.0,0.0
top10_equal_mw10p,PLTR,0.1647141695022583,0.1268286293879359
top10_equal_mw10p,NVDA,0.1220430493354797,0.093972198750824
top10_equal_mw10p,INTC,0.1121433973312378,0.0863495437059687
top10_equal_mw10p,MSTR,0.0989601910114288,0.0761985773772533
top10_equal_mw10p,SHOP,0.0974335014820099,0.075023038314025
top10_equal_mw10p,TQQQ,0.0963478028774261,0.0741870588329406
top10_equal_mw10p,NET,0.08962162733078,0.0690079559774811
top10_equal_mw10p,QLD,0.0503382444381713,0.0387600566920299
top10_equal_mw10p,AMD,0.0492610931396484,0.0379306585701323
top10_equal_mw10p,MU,0.0401494562625885,0.0309147690441116
top10_equal_mw10p,CRM,-0.0352544844150543,0.0271456787940662
top10_equal_mw10p,AVGO,0.032007610797882,0.0246456113626716
top10_equal_mw10p,SNOW,-0.0316854894161224,0.0243975804041416
top10_equal_mw10p,ADBE,-0.0292687594890594,0.0225367171573642
top10_equal_mw10p,SOXX,0.0281364262104034,0.0216648293399636
top10_equal_mw10p,ORCL,-0.0225004374980926,0.0173251618675883
top10_equal_mw10p,SSO,0.0209462761878967,0.0161284697468342
top10_equal_mw10p,GOOGL,0.0201212108135223,0.0154931758258342
top10_equal_mw10p,CRWD,0.0201093316078186,0.0154840289298375
top10_equal_mw10p,NFLX,0.019301962852478,0.0148623612678512
top10_equal_mw10p,GLD,0.0178815841674804,0.0137686807279532
top10_equal_mw10p,NOW,0.0145122110843658,0.0111742896605704
top10_equal_mw10p,UBER,0.0142029762268066,0.0109361812254447
top10_equal_mw10p,MSFT,0.0137365579605102,0.0105770427881468
top10_equal_mw10p,TSLA,0.0126583039760589,0.0097467956066609
top10_equal_mw10p,XLK,0.0125296950340271,0.0096477677216027
top10_equal_mw10p,UPRO,0.011813861131668,0.0090965811844641
top10_equal_mw10p,AAPL,0.0100313246250152,0.0077240419387154
top10_equal_mw10p,PANW,-0.0066957473754882,0.0051556734003349
top10_equal_mw10p,AMZN,0.0016714334487915,0.0012869907553428
top10_equal_mw10p,META,-0.0013414502143859,0.001032906231424
top10_equal_mw10p,QQQ,0.0012947499752044,0.0009969474104836
top10_equal_mw10p,SHY,0.0,0.0
top10_equal_mw10p,SPY,0.0,0.0
top10_equal_mw10p,TLT,0.0,0.0
top10_equal_mw10p,IWM,0.0,0.0
top15_equal_mw10p,PLTR,0.1209097544352213,0.1227662818074698
top15_equal_mw10p,MSTR,0.0993395924568176,0.1008649174680672
top15_equal_mw10p,TQQQ,0.075395663579305,0.0765533378615632
top15_equal_mw10p,NVDA,0.0719619154930114,0.0730668657635356
top15_equal_mw10p,NET,0.0662709156672159,0.0672884826079053
top15_equal_mw10p,MU,0.0650895794232686,0.0660890073553812
top15_equal_mw10p,INTC,0.0589702606201172,0.0598757285329523
top15_equal_mw10p,SHOP,0.0452034711837768,0.0458975548163615
top15_equal_mw10p,UPRO,0.0421162962913513,0.0427629774234721
top15_equal_mw10p,TSLA,0.0342466870943705,0.0347725331048641
top15_equal_mw10p,AVGO,0.0316456755002339,0.0321315838792056
top15_equal_mw10p,NFLX,0.0238242427508036,0.0241900557408023
top15_equal_mw10p,QLD,0.0235891620318094,0.0239513654388466
top15_equal_mw10p,GOOGL,0.0223283886909484,0.0226712333603184
top15_equal_mw10p,GLD,0.0207842032114664,0.0211033374480109
top15_equal_mw10p,UBER,0.0196688095728556,0.0199708173266726
