universe_name,ticker,return_contribution,abs_share
formal_pool_a_reproduction,PLTR,0.2415140681058435,0.2027070245011972
formal_pool_a_reproduction,MU,0.1045506571063155,0.0877512137403866
formal_pool_a_reproduction,MSTR,0.0832602477202978,0.0698817969776304
formal_pool_a_reproduction,CRM,-0.0801313957628556,0.0672556962482935
formal_pool_a_reproduction,AMD,0.0720697708299537,0.0604894320070029
formal_pool_a_reproduction,CRWD,0.0711689506746677,0.059733357734722
formal_pool_a_reproduction,NET,0.0568100382976159,0.047681668879272
formal_pool_a_reproduction,ADBE,-0.0522005812486531,0.0438128701368657
formal_pool_a_reproduction,QLD,0.0521591336855414,0.0437780824648386
formal_pool_a_reproduction,UPRO,0.041544881608721,0.0348693531611071
formal_pool_a_reproduction,SOXX,0.035619687210179,0.0298962328143734
formal_pool_a_reproduction,ORCL,0.0352152707944209,0.0295567989712822
formal_pool_a_reproduction,INTC,-0.0337858784389909,0.0283570847124549
formal_pool_a_reproduction,AMZN,0.0300487425779539,0.0252204405554961
formal_pool_a_reproduction,MSFT,0.0274731140865081,0.0230586700556813
formal_pool_a_reproduction,SNOW,-0.0267186016161937,0.0224253944084032
formal_pool_a_reproduction,AVGO,-0.0181666535155251,0.0152475932692353
formal_pool_a_reproduction,NFLX,-0.0181636886178678,0.0152451047782469
formal_pool_a_reproduction,GOOGL,0.0169294837394238,0.0142092148174824
formal_pool_a_reproduction,NVDA,0.0163393995166552,0.013713946703535
formal_pool_a_reproduction,TSLA,0.0156897863537688,0.0131687148983725
formal_pool_a_reproduction,SHOP,0.0154020743379422,0.0129272331201106
formal_pool_a_reproduction,TQQQ,-0.0093290569017012,0.0078300422860562
formal_pool_a_reproduction,NOW,-0.0093226329111382,0.0078246505172758
formal_pool_a_reproduction,GLD,0.0082222595649782,0.0069010877261311
formal_pool_a_reproduction,XLK,0.0051330893676564,0.0043082925991721
formal_pool_a_reproduction,SPY,0.0046884590692047,0.0039351065338257
formal_pool_a_reproduction,TLT,-0.0035644299912478,0.0029916890690277
formal_pool_a_reproduction,UBER,-0.0030692877673321,0.0025761074521802
formal_pool_a_reproduction,SSO,0.0017348910067507,0.0014561246745187
formal_pool_a_reproduction,AAPL,0.0008491413564283,0.0007126993433237
formal_pool_a_reproduction,PANW,0.0005686462474586,0.0004772748424973
formal_pool_a_reproduction,SHY,0.0,0.0
formal_pool_a_reproduction,QQQ,0.0,0.0
formal_pool_a_reproduction,META,0.0,0.0
formal_pool_a_reproduction,IWM,0.0,0.0
formal_pool_a_plus_small_growth,PLTR,0.207441040731103,0.1362015075915718
formal_pool_a_plus_small_growth,U,-0.1070027388388106,0.0702557907293032
formal_pool_a_plus_small_growth,APP,0.0964091468512827,0.0633002567885455
formal_pool_a_plus_small_growth,PINS,-0.0860001735087259,0.0564659396411761
formal_pool_a_plus_small_growth,MSTR,0.0841750561505847,0.0552676052381368
formal_pool_a_plus_small_growth,TEAM,-0.0813823971286031,0.0534340029401414
formal_pool_a_plus_small_growth,MU,0.0723860809967683,0.0475272073725536
formal_pool_a_plus_small_growth,RBLX,0.0649007650213035,0.0426125033339293
formal_pool_a_plus_small_growth,COIN,0.0641258727131366,0.0421037250313259
formal_pool_a_plus_small_growth,CRM,-0.0572983229618591,0.0376208967250127
formal_pool_a_plus_small_growth,ARM,0.0398242604732354,0.0261477878054283
formal_pool_a_plus_small_growth,ORCL,0.0382660546218265,0.0251247019910113
formal_pool_a_plus_small_growth,MDB,0.0325795971834856,0.0213910913552968
formal_pool_a_plus_small_growth,NET,-0.0312947707798507,0.0205475008461488
formal_pool_a_plus_small_growth,ROKU,0.0305012706680664,0.0200265050435912
formal_pool_a_plus_small_growth,SNAP,-0.0292378982954443,0.0191970008085843
formal_pool_a_plus_small_growth,OKTA,0.0288998814490024,0.0189750659208954
formal_pool_a_plus_small_growth,AMAT,0.0277847225530804,0.0182428755968716
formal_pool_a_plus_small_growth,PATH,0.0274921158449724,0.0180507560691482
formal_pool_a_plus_small_growth,SHOP,-0.0268408247071983,0.0176231317449874
formal_pool_a_plus_small_growth,AFRM,0.0266888368507616,0.0175233396541391
formal_pool_a_plus_small_growth,CRWD,0.0255784032362365,0.0167942518523924
formal_pool_a_plus_small_growth,TQQQ,-0.0254544947266772,0.016712896081394
formal_pool_a_plus_small_growth,TSLA,-0.0239458039372926,0.0157223208351482
formal_pool_a_plus_small_growth,AMZN,0.0227095031237345,0.0149105912273047
formal_pool_a_plus_small_growth,FTNT,-0.0218974582256233,0.0143774193006455
formal_pool_a_plus_small_growth,AVGO,-0.0181666535155251,0.0119278498988809
formal_pool_a_plus_small_growth,DDOG,-0.0179069102944239,0.0117573078587138
formal_pool_a_plus_small_growth,MPWR,0.0144090429654165,0.0094606803356015
formal_pool_a_plus_small_growth,UPRO,0.0117345610899946,0.0077046707139038
formal_pool_a_plus_small_growth,PANW,-0.0117115451383288,0.0076895589148862
formal_pool_a_plus_small_growth,NOW,0.0116114165135406,0.0076238165256214
formal_pool_a_plus_small_growth,AAPL,0.0108459655417962,0.0071212372097272
formal_pool_a_plus_small_growth,ASML,0.0085252917050834,0.0055975306467703
formal_pool_a_plus_small_growth,SPOT,0.0080679096449595,0.0052972230224224
formal_pool_a_plus_small_growth,ABNB,-0.0076562033943882,0.0050269051922811
formal_pool_a_plus_small_growth,ON,-0.0064677608972258,0.0042465983676097
formal_pool_a_plus_small_growth,INTC,0.0057782457712511,0.0037938769614022
formal_pool_a_plus_small_growth,UBER,-0.0030692877673321,0.0020152310250164
formal_pool_a_plus_small_growth,NFLX,0.0029875753327585,0.0019615803262989
formal_pool_a_plus_small_growth,KLAC,-0.0020215371716455,0.0013272996002147
formal_pool_a_plus_small_growth,SNOW,-0.0016588153790103,0.0010891439545473
formal_pool_a_plus_small_growth,LRCX,-0.0003076592696119,0.0002020027290549
formal_pool_a_plus_small_growth,SOXX,-1.2415747437932725e-06,8.151923616285072e-07
formal_pool_a_plus_small_growth,TLT,0.0,0.0
formal_pool_a_plus_small_growth,NVDA,0.0,0.0
formal_pool_a_plus_small_growth,DASH,0.0,0.0
formal_pool_a_plus_small_growth,SSO,0.0,0.0
formal_pool_a_plus_small_growth,TSM,0.0,0.0
formal_pool_a_plus_small_growth,AMD,0.0,0.0
formal_pool_a_plus_small_growth,ADBE,0.0,0.0
formal_pool_a_plus_small_growth,XLK,0.0,0.0
formal_pool_a_plus_small_growth,GLD,0.0,0.0
formal_pool_a_plus_small_growth,GOOGL,0.0,0.0
formal_pool_a_plus_small_growth,SPY,0.0,0.0
formal_pool_a_plus_small_growth,SHY,0.0,0.0
formal_pool_a_plus_small_growth,S,0.0,0.0
formal_pool_a_plus_small_growth,IWM,0.0,0.0
formal_pool_a_plus_small_growth,QQQ,0.0,0.0
formal_pool_a_plus_small_growth,QLD,0.0,0.0
formal_pool_a_plus_small_growth,META,0.0,0.0
formal_pool_a_plus_small_growth,MRVL,0.0,0.0
formal_pool_a_plus_small_growth,MSFT,0.0,0.0
formal_pool_a_plus_small_growth,ZS,0.0,0.0
formal_small_growth_only,PLTR,0.207441040731103,0.1378277993147224
formal_small_growth_only,U,-0.1070027388388106,0.0710946684553052
formal_small_growth_only,APP,0.0964091468512827,0.0640560831043394
formal_small_growth_only,CRM,-0.0858740264841819,0.0570563474175357
formal_small_growth_only,MSTR,0.0841750561505847,0.0559275189978777
formal_small_growth_only,TEAM,-0.0813823971286031,0.0540720228729085
formal_small_growth_only,SNAP,-0.0807019506572236,0.0536199212088831
formal_small_growth_only,PINS,-0.0731820871014206,0.0486235798803279
formal_small_growth_only,MU,0.0723860809967683,0.0480946981833471
formal_small_growth_only,RBLX,0.0649007650213035,0.0431213109286477
formal_small_growth_only,COIN,0.0641258727131366,0.0426064576423157
formal_small_growth_only,ARM,0.0398242604732354,0.0264600011695725
formal_small_growth_only,ORCL,0.0382660546218265,0.0254246993670839
formal_small_growth_only,MDB,0.0325795971834856,0.0216465081670151
formal_small_growth_only,NET,-0.0312947707798507,0.0207928449039967
formal_small_growth_only,ROKU,0.0305012706680664,0.0202656282366596
formal_small_growth_only,OKTA,0.0288998814490024,0.0192016345778733
formal_small_growth_only,AMAT,0.0277847225530804,0.0184607016555862
formal_small_growth_only,PATH,0.0274921158449724,0.0182662881562078
formal_small_growth_only,SNOW,-0.0267186016161937,0.0177523504922071
formal_small_growth_only,AFRM,0.0266888368507616,0.0177325742121511
formal_small_growth_only,MPWR,0.0260615975018692,0.0173158243790575
formal_small_growth_only,CRWD,0.0255784032362365,0.0169947808572986
formal_small_growth_only,AVGO,-0.0181666535155251,0.0120702724308231
formal_small_growth_only,DDOG,-0.0179069102944239,0.0118976940614459
formal_small_growth_only,ADBE,-0.0147838754452869,0.0098226899112415
formal_small_growth_only,NOW,0.0116114165135406,0.0077148474542336
formal_small_growth_only,FTNT,-0.0104669187048892,0.0069544211965799
formal_small_growth_only,ASML,0.0085252917050834,0.0056643670417698
formal_small_growth_only,SPOT,0.0080679096449595,0.0053604736435747
formal_small_growth_only,ABNB,-0.0076562033943882,0.0050869281277965
formal_small_growth_only,SHOP,0.0074168583040528,0.004927902667061
formal_small_growth_only,ON,-0.0064677608972258,0.0042973041776915
formal_small_growth_only,INTC,0.0057782457712511,0.0038391771259164
formal_small_growth_only,UBER,-0.0030692877673321,0.0020392935599631
formal_small_growth_only,NFLX,0.0029875753327585,0.0019850022538925
formal_small_growth_only,KLAC,-0.0020215371716455,0.0013431480030124
formal_small_growth_only,PANW,0.0005686462474586,0.0003778194546246
formal_small_growth_only,LRCX,-0.0003076592696119,0.0002044147094516
formal_small_growth_only,MRVL,0.0,0.0
formal_small_growth_only,S,0.0,0.0
formal_small_growth_only,DASH,0.0,0.0
formal_small_growth_only,TSM,0.0,0.0
formal_small_growth_only,AMD,0.0,0.0
formal_small_growth_only,ZS,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,APP,0.0964091468512827,0.0816404137452114
formal_pool_a_plus_small_growth_ex_high_vol,TEAM,-0.0813823971286031,0.0689155831179089
formal_pool_a_plus_small_growth_ex_high_vol,SNAP,-0.0807019506572236,0.0683393729421195
formal_pool_a_plus_small_growth_ex_high_vol,MU,0.0723860809967683,0.0612973954752087
formal_pool_a_plus_small_growth_ex_high_vol,RBLX,0.0649007650213035,0.0549587407602857
formal_pool_a_plus_small_growth_ex_high_vol,PINS,-0.0597728720190107,0.0506163798949402
formal_pool_a_plus_small_growth_ex_high_vol,CRM,-0.0572983229618591,0.0485209022825274
formal_pool_a_plus_small_growth_ex_high_vol,QLD,0.0505538104694273,0.0428095687796881
formal_pool_a_plus_small_growth_ex_high_vol,ARM,0.0398242604732354,0.0337236580585792
formal_pool_a_plus_small_growth_ex_high_vol,PATH,-0.0358088039939676,0.0303233216895726
formal_pool_a_plus_small_growth_ex_high_vol,ORCL,0.0352152707944209,0.0298207107074709
formal_pool_a_plus_small_growth_ex_high_vol,MDB,0.0325795971834856,0.0275887909039898
formal_pool_a_plus_small_growth_ex_high_vol,U,-0.0313752478108575,0.0265689335119644
formal_pool_a_plus_small_growth_ex_high_vol,NET,-0.0312947707798507,0.026500784603661
formal_pool_a_plus_small_growth_ex_high_vol,AMZN,0.0300487425779539,0.0254456330826339
formal_pool_a_plus_small_growth_ex_high_vol,OKTA,0.0288998814490024,0.024472763796195
formal_pool_a_plus_small_growth_ex_high_vol,AMAT,0.0277847225530804,0.0235284339620646
formal_pool_a_plus_small_growth_ex_high_vol,SNOW,-0.0267186016161937,0.0226256300556663
formal_pool_a_plus_small_growth_ex_high_vol,CRWD,0.0255784032362365,0.0216600964882454
formal_pool_a_plus_small_growth_ex_high_vol,TQQQ,-0.0254544947266772,0.0215551692866535
formal_pool_a_plus_small_growth_ex_high_vol,TSLA,-0.0239458039372926,0.020277591958343
formal_pool_a_plus_small_growth_ex_high_vol,SHOP,-0.0188556086733089,0.0159671539867615
formal_pool_a_plus_small_growth_ex_high_vol,AVGO,-0.0181666535155251,0.01538373855399
formal_pool_a_plus_small_growth_ex_high_vol,NFLX,-0.0181636886178678,0.0153812278433432
formal_pool_a_plus_small_growth_ex_high_vol,DDOG,-0.0179069102944239,0.0151637849009313
formal_pool_a_plus_small_growth_ex_high_vol,ZS,0.0149380264877968,0.0126496987353481
formal_pool_a_plus_small_growth_ex_high_vol,ADBE,-0.0147838754452869,0.012519161796678
formal_pool_a_plus_small_growth_ex_high_vol,MPWR,0.0144090429654165,0.0122017491886298
formal_pool_a_plus_small_growth_ex_high_vol,UPRO,0.0117345610899946,0.0099369660845917
formal_pool_a_plus_small_growth_ex_high_vol,NOW,0.0116114165135406,0.0098326857906514
formal_pool_a_plus_small_growth_ex_high_vol,AAPL,0.0108459655417962,0.0091844927915858
formal_pool_a_plus_small_growth_ex_high_vol,S,0.0091971877702815,0.0077882881384319
formal_pool_a_plus_small_growth_ex_high_vol,FTNT,-0.0088831591812954,0.0075223649893327
formal_pool_a_plus_small_growth_ex_high_vol,ASML,0.0085252917050834,0.0072193185484284
formal_pool_a_plus_small_growth_ex_high_vol,SPOT,0.0080679096449595,0.0068320019726916
formal_pool_a_plus_small_growth_ex_high_vol,ABNB,-0.0076562033943882,0.0064833642164631
formal_pool_a_plus_small_growth_ex_high_vol,ON,-0.0064677608972258,0.0054769769560261
formal_pool_a_plus_small_growth_ex_high_vol,SOXX,0.0058092029681422,0.004919302258536
formal_pool_a_plus_small_growth_ex_high_vol,INTC,0.0057782457712511,0.0048930873355216
formal_pool_a_plus_small_growth_ex_high_vol,XLK,0.0036085884657454,0.0030557956895324
formal_pool_a_plus_small_growth_ex_high_vol,UBER,-0.0030692877673321,0.0025991094352763
formal_pool_a_plus_small_growth_ex_high_vol,KLAC,-0.0020215371716455,0.0017118617525891
formal_pool_a_plus_small_growth_ex_high_vol,DASH,0.0015894060631869,0.0013459279834505
formal_pool_a_plus_small_growth_ex_high_vol,PANW,0.0005686462474586,0.0004815364146806
formal_pool_a_plus_small_growth_ex_high_vol,LRCX,-0.0003076592696119,0.0002605295335972
formal_pool_a_plus_small_growth_ex_high_vol,TSM,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,GLD,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,AMD,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,TLT,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,NVDA,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,SSO,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,SPY,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,SHY,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,IWM,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,QQQ,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,META,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,MRVL,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,MSFT,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,GOOGL,0.0,0.0
