candidate_id,strategy_family,parameter_set_id,momentum_lookback_days,volatility_lookback_days,liquidity_lookback_days,top_n,rebalance,cost_bps,total_return,CAGR,MDD,Calmar,Sharpe,volatility,hit_rate,turnover,drawdown_duration,risk_flag_summary,selected_for_validation_only,baseline_replacement,selection_scope
momentum_rank__p002,momentum_rank,p002,63,NA,NA,10,monthly,10,199.05566180297072,0.6725468027478387,-0.964252563596958,0.6974799218982968,1.0281822511720433,1.033705470198987,0.552773497688752,0.37858243451463797,953.0,"non_positive_volume:avg=0.5691,max=0.6000;large_daily_price_jump:avg=0.4714,max=0.5000",True,False,P6_VALIDATION_AUDIT_ONLY
momentum_rank__p004,momentum_rank,p004,126,NA,NA,10,monthly,10,169.10447804032557,0.646421291962304,-0.9561956563695191,0.6760345413161931,1.010064275302066,0.9884674076272741,0.5404468412942989,0.3882896764252696,762.0,"non_positive_volume:avg=0.5149,max=0.6000;large_daily_price_jump:avg=0.4432,max=0.5000",True,False,P6_VALIDATION_AUDIT_ONLY
momentum_liquidity_guard__p016,momentum_liquidity_guard,p016,126,NA,63,10,monthly,10,163.96740080519876,0.6415276438135737,-0.9561956563695191,0.6709167099224483,1.0070624654866847,0.9892268315747975,0.5400616332819723,0.3882896764252696,762.0,"non_positive_volume:avg=0.5108,max=0.6000;large_daily_price_jump:avg=0.4432,max=0.5000",True,False,P6_VALIDATION_AUDIT_ONLY
