case,source,cagr,calmar,max_drawdown,cost50_t1_cagr,cost50_t1_calmar,single_year_share,top_ticker,top_ticker_share,remove_top_year_cagr,remove_top_year_calmar,remove_top_ticker_cagr,remove_top_ticker_calmar,coin_mstr_pltr_share,depends_on_coin_mstr_pltr
v8.2 frozen formal replay,current audit v8.2 frozen score + v9.1 provider,0.6421262430680639,1.6339698829869318,-0.39298536022845376,0.5406128633202154,1.3453478263901464,0.4968386021801039,INTC,0.137939380670818,0.5215872877272436,1.3272435579382131,0.4896538831502253,1.3265102205318462,,
formal v9 Pool A,E:\dzhwork\quant\quant_lab\outputs\us_stock_selection\formal_v9_20260505_224016\formal_v9\formal_v9_pool_a_reproduction_metrics.csv,0.2322248622855247,0.5584103684950428,-0.4158677477844616,0.1584785749266588,0.3636991225481505,0.5211855916879471,PLTR,0.2027070245011972,0.1959661921758084,0.4808549835042246,0.1209688780527016,0.2904104294798419,0.2725888214788276,True
formal v9 Pool A + small growth,E:\dzhwork\quant\quant_lab\outputs\us_stock_selection\formal_v9_20260505_224016\formal_v9\formal_v9_pool_a_plus_growth_metrics.csv,0.0797791017483375,0.1866013926654182,-0.4275375473289412,0.0150012178242886,0.0340094991506237,0.5989535092606022,PLTR,0.1362015075915718,-0.0604458174310144,-0.1627179943643681,-0.0047778226770731,-0.011155839528131,0.2335728378610346,True
