strategy_family,candidate_count,median_CAGR,median_Calmar,best_Calmar
momentum_liquidity_guard,4,0.47435635464189807,0.4887861511236221,0.6709167099224483
momentum_low_vol,8,0.4953820287980635,0.511848697881228,0.589754986696743
momentum_rank,6,0.4749548739886943,0.489413909683721,0.6974799218982968
